,star rating,name,review,date,location_code
23488,5,Ashok Chebrolu,Good price and friendly staff.,2018-01-01,112
23489,3,Mark Young,"Got what I needed fast, but waited forever at checkout. More lanes need to be open.",2018-01-01,112
23490,4,Chitwan Chandel,U get everything at reasonable prices. Well trained staff.,2016-01-01,112
23491,4,Michael McCartan,Great for bulk shopping Bought a nice folding director's chair,2018-01-01,112
23492,5,Ken Kriegbaum,I love it you get what you pay for at BJ's no joke and some time's more,2014-01-01,112
23493,5,Lisa Dalton,The best place for what you need and more!,2018-01-01,112
23494,5,Nicole Jewell,Low lines easy finding stuff,2018-01-01,112
23495,5,Milind Khadilkar,Its a good place to shop for family,2018-01-01,112
23496,4,Regina Rudolph,My only issue is the parking lot which is small and can get pretty congested,2014-01-01,112
23497,4,rakesh maheshwaram,Best place to purchase all goods,2018-01-01,112
23498,2,Wojtek Kruszewski,Customer service very poor not knowledgeable because of that I lost $10 coupon and two months of membership thank you,2018-01-01,112
23499,4,Kim DeMaio,"Not over crowded, this time....",2018-01-01,112
23500,5,JIM Tischendorf,Excellent store!!,2020-01-01,112
23501,5,Charmin McIver,Much more items !!,2019-01-01,112
23502,4,Dov Chastain,It has a kosher certified bakery!,2018-01-01,112
23503,5,Stuart Casselberry,Great prices,2019-01-01,112
23504,5,Krista Herriven,This place is awesome 💙,2018-01-01,112
23505,5,Pamela Jeter,They had exactly what I wanted,2018-01-01,112
23506,5,Douglas Miller,Awesome,2018-01-01,112
23507,4,Manoj Pandey,Clean and spacious.,2018-01-01,112
23508,5,indu sangwan,Very good,2018-01-01,112
23509,5,Kimberly Folmar,"No crowds, easy in and out and they have coupons, which you may also use with your manufacturer coupons.",2018-01-01,112
23510,1,One Williams,Check-out was to long 😠.  It was the self checkout! They should hire some people!,2018-01-01,112
23511,4,Joe Tuzzolino,Good,2018-01-01,112
23512,4,David Zaenglein,"Big store, lots of stuff.",2018-01-01,112
23513,1,Mark P,Customer service at this location is really bad...especially if you want to reach a department over the phone.,2017-01-01,112
23514,1,Colleen Anderson,"I had to buy one thing, and waited 20 minutes in line. They couldn't open the other two self check out lanes they had or another register.",2018-01-01,112
23515,4,Ty,Seems like a nice club,2016-01-01,112
23516,4,Margaret Odell,One stop shopping.,2016-01-01,112
23517,4,grizzly addams,"I can get what I need here to stock up for two weeks of fridge stuff, and paper products plus freezer for extended times. In no need for electronics or automotive, but have considered the value should I need.",2016-01-01,112
23518,3,yvette reddreck,needs an upgrade,2015-01-01,112
23519,4,Phillip Miller,Cheap gas,2013-01-01,112
23520,4,Sunny Wong,"(Translated by Google) Complete goods

(Original)
貨品齊全",2018-01-01,112
23521,3,Aaron Quinn,"(Translated by Google) Typical BJs

(Original)
Typical BJs",2013-01-01,112
23522,5,Lawrence Axelson,,2016-01-01,112
23523,5,Nancy Wilcox,,2020-05-01,112
23524,3,Dianna Maston,,2018-01-01,112
23525,3,Kurt Klein,,2017-01-01,112
23526,5,Jennifer Griffin,,2018-01-01,112
23527,4,Dr. A. Alzahrani,,2018-01-01,112
23528,5,Donna McDonald,,2018-01-01,112
23529,4,Alejandro Manunta,,2019-01-01,112
23530,4,suhwa Lee,,2017-01-01,112
23531,5,Chris Watson,,2018-01-01,112
23532,4,David Bailey,,2018-01-01,112
23533,5,Erich LeRoy,,2018-01-01,112
23534,4,Cynthia Haskell,,2018-01-01,112
23535,5,Mindy Gruver,,2018-01-01,112
23536,5,John Laubacker,,2018-01-01,112
23537,4,Annette Majchrzak,,2018-01-01,112
23538,5,Biju Mannazhath,,2018-01-01,112
23539,5,MyNameMaybeJeff,,2018-01-01,112
23540,4,Brandon Pearson,,2020-01-01,112
23541,5,Fannie White,,2019-01-01,112
23542,5,Surabhi Gupta,,2018-01-01,112
23543,5,Eric szychowski,,2018-01-01,112
23544,4,Herb Mendez,,2018-01-01,112
23545,5,Michael Kaempf,,2018-01-01,112
23546,3,Amanda Crane,,2018-01-01,112
23547,5,danny,,2018-01-01,112
23548,4,Stephanie Kissell,,2018-01-01,112
23549,5,Isabel Torres,,2018-01-01,112
23550,5,Hang Kong,,2016-01-01,112
23551,4,Karen Neko,,2018-01-01,112
23552,4,Michelle Angelo,,2018-01-01,112
23553,4,Lakin Adams,,2018-01-01,112
23554,5,Roxanne Warren,,2018-01-01,112
23555,5,MaryBeth Grzybowski,,2018-01-01,112
23556,5,Justin Cole,,2019-01-01,112
23557,4,Patrick O'neil,,2018-01-01,112
23558,4,Ryan Standish,,2017-01-01,112
23559,5,亮Liang,,2018-01-01,112
23560,4,irene princess,,2021-02-01,112
23561,4,Anton Balanevskiy,,2018-01-01,112
23562,4,Gerry Blaszyk,,2017-01-01,112
23563,4,Robert Russ,,2016-01-01,112
23564,5,Shellie Acquard,,2018-01-01,112
23565,5,Rishabh Ganjoo,,2021-01-01,112
23566,5,jeffrey donohue,,2018-01-01,112
23567,4,Bruce Jackson,,2019-01-01,112
23568,4,Lillian. Truscio,,2018-01-01,112
23569,5,Jim Joyce,,2018-01-01,112
23570,2,大狐,"I would have given it one star if it wasn't being decently cleaned as a wholesale store, good job to the cleaning crews. But this is where the good stops.

The coupon booklet is a completely waste of paper and so inefficient it shouldn't …",2021-02-01,113
23571,5,Lyndavegandoyle,The store is located in the lower level of the Metro Mall. I had plenty of room to roam around the store. The entrance is separate from the exit which is great. The store was neat and clean. The staff was friendly and knowledgeable. They have a good selection of organic produce and vegan options. I will shop here again.,2020-10-01,113
23572,5,Jensine Jackal,"I come here very often. This place is pretty neat. But to me, this place is just a bigger version of a supermarket. It’s very spacious and organized. The staff are very helpful and kind. Overall this place is pretty great.",2021-01-01,113
23573,5,Princess Danielle,"Great place for buy bulk items for a good price. They sell things like bulk foods, office items, clothes, books, and seasonal items.",2021-12-01,113
23574,2,Jose Rivera,"I was just diagnosed with covid-19. I placed a food order for 2 hour delivery so I wouldn't go out and hurt someone. 3 hours pass and the order says delivered, but nothing came. Tried reaching out to BJ's for hours after and have been …",2021-02-01,113
23575,4,FOOTY NUGGET,"This place is  a good place for everything that you need, including groceries, electronics, and other things, there is a DD at the checkout  and it is usually very quick, just the only thing is that it is kind of hidden and the first time i couldn’t find it",2021-01-01,113
23576,5,B C,"First time visiting since the pandemic started, I was very impressed all employees I seen had mask on properly and covid precautions were being followed",2021-02-01,113
23577,5,TJ,"Joined online during Covid. Have been with family to BJ’s upstate, great big store.
Totally worth joining for the great prices on brand name products. Their own brand is solid and saves you even more.

As if that was not enough reason to …",2020-07-01,113
23578,3,Emi Rym,"Don't call the place, they almost never answer. Since you dont answear calls, here I go: Menager, look out your window! People cant social distance, open more registers!",2021-02-01,113
23579,1,Melissa Carrera,Customer service is an embarrassment. Your whole job at the customer service desk is to help long time customers with any issues. The woman manager working the desk refused to provide any help for a long time business account member of 10 …,2021-01-01,113
23580,4,Jose R Lopez,I give this place a 4 1/2 star rating overall. You can not give complaint about BJ's wholesale prices. You get nice saving on most items. I always recommend to do your research as well because not everything is a smart savings. Just use …,2018-01-01,113
23581,2,Myleen Seri,"This is my closest location, but for the past few months every time I go, I have mouses running past me. This is a place we go to buy food for our kids and witnessing this makes me not want to obtain anything from the bakery or deli. Inspect your items well, however, they should get an exterminator there asap.",2021-02-01,113
23582,4,RRR,A huge box store with just about everything you could need. The deli and grocery area are particularly good. Staff is hard to find and lines can get very long. Disappointed that there aren't  enough express lines.,2019-01-01,113
23583,4,Duque Rivea,"BEEN a BJs Customer a ALONG TiME , iLL PUT M MONEY ON THEM ALL DA TiME !!",2021-12-01,113
23584,1,Wendy Fortuna,Horrible service in the bakery department. Tried to place an order over the phone for a graduation cake that I already knew all the details for because I had filled out a form in store but was told not to leave it so ahead of time because …,2020-07-01,113
23585,5,Joaddann Charles,"The best time shop around in there is at night. You have the whole store to yourself, and the items are stocked nicely you can just go and pick up what you want. And also the booklet provided helps a lot with the prices.",2020-01-01,113
23586,1,J Marie,"I understand checking receipts is one of the policy’s but there’s needs to be a way to do this faster. The line was so long until the self check out line. People have things to do, we shop & we pay for what we need and need to get out fast. …",2020-01-01,113
23587,4,Christina,Great prices however gave 4/5 because you can call for hours and for days and no one would EVER answer the phone.,2020-08-01,113
23588,5,Nessa Tresor,"Love this location. I know when I go there, they will always have what I need compare to other locations.
People buy a lot of items and coupons, so cashier have to take their time to do their job properly.",2020-01-01,113
23589,5,Joffre Rivera,Always good not waiting lines never gets extremely pack,2020-10-01,113
23590,1,H B H Construction Inc,Never buy tires on this bj’s location. The employees are very lazy.They find any excuse to avoid the installation even though it’s included in the price.,2021-12-01,113
23591,1,Wareska Rosa,"The customer service in this place is horrible. I'm calling for my elderly mother and whether I stay on line for customer servor press option 9 for members service. It rings, rings, and rings all of a sudden someone picks up and you can …",2020-11-01,113
23592,1,MUNDO_JF Videos,"the worst organization of the products my feet hurt from searching even the employees are lost,",2020-08-01,113
23593,4,Rene Munoz,"It's fine, however, the detergent section has been moved and some of the shelves are empty. Some of the associates manning the cash registers are sometimes distracted chatting.",2020-09-01,113
23594,1,miguel polanco jimenez,Dont call customer service at this location they dont pick up the calls,2020-10-01,113
23595,1,Taner Kanbir,"I was trying to resolve a problem with the front desk. Things were ok, then Staff asked me that I am pre-approved for the BJ CC. I said I dont want my credit report hit with a hard pull now. She said dont worry you are pre-approved you will …",2020-07-01,113
23596,1,Alexandra Robins,Daniella C. Is the worst worker here!!! I stopped in a few days ago to pick up some groceries and I happened to use the self checkout. I had an issue with a coupon so I needed assistance and I had the horrible chance of having Daniella. She …,2020-01-01,113
23597,1,Edison Roldan,No body answers the phone on costumer service,2021-02-01,113
23598,4,Tony DePaola,Nice area and inventory pretty much up to par help is very respectful.,2020-06-01,113
23599,1,Vera Lapinskaya,The worse BJs ever. Manager Indapaul is a worse I don’t know how he even got the job as a manager he should work in the back he don’t know anything what’s going on. Bjs look into him,2020-07-01,113
23600,1,Christopher Amendola,"Went into BJ's around 12:30 just to get a bag of dog food and one or two other things they do not have any 10 items or less Express lines open,but I see  they have new machines that they are not finished with installing them there saying …",2018-01-01,113
23601,5,Ely Figueroa,Very long lines but well stocked,2021-01-01,113
23602,4,Frank Iori,Meat dept. has a vast selection of items with reasonable prices. Deli. dept very clean. Lots of goodies for dogs and cats. New self check out counters seem to keep lines short. Gigantic parking lot. Dunkin donuts located near check out.,2020-01-01,113
23603,4,Leo Lu,"I personally have a Costco membership but my friend has bjs, and many time I would tag along with him whenever he goes to bjs, one of the best thing about bjs is they have way shorter lines than Costco and most of the stuff I’m getting from …",2020-01-01,113
23604,5,gab o,Good place to save some cents,2020-01-01,113
23605,5,J. Turner,"I love BJ's! Normally I go to the one in Green Acres, but I stopped by this one and it's just as awesome.",2020-01-01,113
23606,4,Johny West,Receiving for big semi trucks trailers from the main parking lot on the left from entrance by big generator.,2020-01-01,113
23607,5,Georgianna Meditz,"I love this store.  Good variety,  good value.  Clean,  organized. Well stocked.  Great staff,  always so courteous and helpful.",2019-01-01,113
23608,5,FazTheBean,Got little bits and it's all that I need in life lol,2020-01-01,113
23609,2,Lisa Naudus,9:15am on a Wednesday and the line is out the mall door just to get in the store...,2020-07-01,113
23610,4,Juan Lima,"Been coming here for years and opened my first membership at this location. Huge parking lot, lots of goodies at great prices. The only gripe I have is during the weekends it's rush hour when everyone shows up and the lines don't move. …",2019-01-01,113
23611,1,Ferlise Yamini,Rude customer service,2021-01-01,113
23612,4,fannie odoom,This was my first time at this bjs my daughter and myself and we loved it we will be coming back.,2020-01-01,113
23613,5,jjmondesi,I was never a fan of shopping in bulk but even I have to admit I found some great deals.,2020-01-01,113
23614,4,Tironsivjeter Shehu,"Clean place. Everything in order. Not a lot of workers around to ask for things you're looking for, you have to walk all the way to the manager's desk (hence one less star). However the ones that you can find to ask are very helpful. They …",2016-01-01,113
23615,5,Mario Leon Jr,The best store is we'll stock,2020-01-01,113
23616,1,Walter Powles,The way they let seniors into the store @ 8am,2020-05-01,113
23617,1,Tomasz Poslednik,"Hire more people, left a store couple of times because lines for registers were just impossible. Recently waited for 45 minutes at a deli, one person cutting meat and cheese serving one customer every 7 minutes. If there was an option for no stars they definitely earned it.",2020-01-01,113
23618,5,jimmie981,Never long lines in an out check out. Store very easy to maneuver through.,2019-01-01,113
23619,1,lucia ferreira,"They have gotten worse! Now there are 2 registers open. If you want to move a littlt faster you need to work there and pay for your goods ""self checkout"" at a wholesaler. Now was that not a brilliant idea from Top Management.",2019-01-01,113
23620,5,Joseph Brooks,"I really like this store. Most of the time, they are well stocked and you can get what you want.",2019-01-01,113
23621,2,eva diaz,It is unbelievable how there are extensions to departments and customer service and no one answers during business hours,2020-01-01,113
23622,4,Eliza Rocha,"Very good deal for families. Everything is cheaper than in a regular supermarket. However, most of the items are sold in a large quantity.",2019-01-01,113
23623,5,Sun Tex,Clean. Staff is friendly and knowledgeable of the whereabouts of the products. My closest BJ's wholesale club store carries a lot of good goodies. There should be security cameras in the parking lot to catch hit-and-run accidents. 🤓 I would recommend this BJ's to anyone.,2018-01-01,113
23624,2,Abba Henrik,"Has the usual warehouse club stuff. Service quality declining significantly and steadily since I originally joined 10 years ago. What happened with management, supervision, and training here? It has gotten so bad that when I have competent …",2018-01-01,113
23625,5,HILDA RIVERA,Your security services were the very best!!! On 5/2 my car battery died and he helped me and waited till I got help. Thanks,2019-01-01,113
23626,1,Ellie Mendez,Im sure the store is good but the bakery customer service and their phone etiquette was not so much. The attitude is dry and not welcoming also responses are short and feels like the person was annoyed and I was being rushed off the phone. I just called at 1045 this morning and qas immediately turned off.,2019-01-01,113
23627,5,helax roman,I love BJs the food is so good. It's fresh  and they have people that give samples to taste . I've try the food and it's good so I say come on down .,2018-01-01,113
23628,5,Yumary Nunez,"Stopped by this Bj's store, customer service is great. Lillian was amazing helped me with my issue in a friendly and helpful manner.",2018-01-01,113
23629,1,Cynthia BF,"I had to use a one star to make my review, otherwise this store doesn't deserve a star ..HORRIBLE PLACE!! I'm a BJ perks member...I ordered a pair of glasses for my son. They first informed me that it will take 10 business days to get them. …",2020-01-01,113
23630,1,Valentina Vukaj,Costumer service is non Existing especially in the cashier section!!,2020-01-01,113
23631,1,Aaron W,"This is the 3rd Time i Have waited 20mins to check out. Cashier slow as hell and no management how about to handle customer's problem. 1ST time it was Mexician Lady with her kids, cashier rang 2 items then she told the cashier to wait while …",2019-01-01,113
23632,1,Elizabeth Kleva,"Was here 9/15/18, asked lady manager with glasses for a bjs,book. Didnt have any but with an attitude. Not nice. Customer service isnt good here. They act like their doing you a favor.",2019-01-01,113
23633,5,Gina S,The Best BJ's They Have😊,2020-01-01,113
23634,5,Sandra M,"50% of the Brady Bunch family size items are not a good deal. It's worth shopping here if you use the other 50%: milk, eggs, coffee beans, liquid detergent, artificial sweetener, honey, maple syrup, romaine hearts, rotisserie chicken. You …",2019-01-01,113
23635,5,George Georgiou,B J's is offering to its customers great savings!,2018-01-01,113
23636,4,ShawBrothersGirl,I mean it's big it's beautiful lots of things to choose from and this particular location at Metropolitan is really nice,2018-01-01,113
23637,5,Alisha Dawkins,Clean easy to find everything they have everything!!!,2020-01-01,113
23638,3,Henry Link,lines are way too long. people are pretty nice. the prices are reasonable but not always in stock.,2015-01-01,113
23639,1,Vincent Maldonado,Tire center has good prices but the service is horrible. Takes hours to get tires rotated and guys move like molasses. No one supervises these guys and they are horrible. Do yourself a favor and buy someplace else.,2018-01-01,113
23640,4,Patricia Klein,My experience is always good at bjs. I know what I need and most times the products are available. They send coupons which helps me save $$. I never have an issue at this store.,2018-01-01,113
23641,3,Roberta Lataille,Prices are higher than Costco's.  Employees are not as nice and as fast as those at Costco.  Sheets cakes are very good.,2018-01-01,113
23642,1,Levan ujma,"Don't use, worst stuff and managers is 0 for what they are doing",2019-01-01,113
23643,5,Emely Rodriguez,It's less crowded on nights,2020-01-01,113
23644,3,Nicky ann,"I only buy packaged food here, unfortunately meat isn't always fresh. They have a lot of security you are asked to show id to enter, then your purchases as you leave. The cops are by the door at all times. It's over kill and the sales are limited.",2018-01-01,113
23645,5,K A T I E,"I love shopping at this place it doesn't have long lines there are cool books that I usually buy when i go
And things are cheap.",2017-01-01,113
23646,1,Ms. Angelica Rodriguez,I bought a watermelon and it was so spoiled it smelled like vinegar.  it was for a class event. The students and myself were completely disappointed. When I tried to call and inform of the spoiled watermelon I was completely disregarded.,2018-01-01,113
23647,4,Diana Mendoza,"Lines are too long during the weekends but other than that they have good offers and good customer service. It's better to go during the week, as there are less people on the lines.",2016-01-01,113
23648,3,Wenliang Zheng,"I usually go the BJ in Flushing. This is the first time I am in this BJ. The things are good, but the waiting is long.
It is 1/2/2016, Saturday. The first day after new year. I got less than 10 items and wait in the express line at 3pm. I …",2016-01-01,113
23649,5,I Make Everything Realer,Good alleyways every time I enjoy and get good things,2018-01-01,113
23650,3,tony B,Not the worst bjs of them all. But who needs bjs when you have costco?,2018-01-01,113
23651,3,Julio C,"BJS is a great store, but this particular store has an understaffed deli section where you have to wait forever for your number to be called. There is often only one person working at the deli section which is unacceptable.",2016-01-01,113
23652,2,Doe Robles,"I didn't like this store. It wasn't stocked good. Couldn't find anyone to help me. Lines were too, too long. The shopping carts were dirty and not alot of them.",2013-01-01,113
23653,2,Elliot Davis DDS,"The place, like the mall itself, is not well lit and looks dingy.  I am an evening shopper and too often the items on sale are not in stock.  The floor help is nice, but not very knowledgeable about the location of items in other …",2011-01-01,113
23654,3,ej shortell,"One has to join the club in order to shop at this wholesale, large quantity store. It is more like a warehouse than a store. The prices are not always cheaper. You have to know the price before shopping here. The lines were very long on the day I was there.",2013-01-01,113
23655,2,Simon P,Always a long checkout line even in the 10 items or less lane even on a monday night. Employees are lazy as hell. CANT WE GET A SELF CHECKOUT SYSTEM? WE WILL CHECK OURSELVES OUT FASTER THAN THE EMPLOYEES.,2016-01-01,113
23656,5,JP Winger,"Awesome service from Tyrone & the crew at BJ's just now, went out of their way to help with some great customer service, thanks guys!",2015-01-01,113
23657,1,Roksana Hossain,Everything is good price & easy to get anything whatever I want. Love this store 😊,2017-01-01,113
23658,5,Robert Cross,My first time in BJS  really good price.,2017-01-01,113
23659,5,Leslie Roberts,"Not too bad overall,but could do some work on keeping up on inventory.",2013-01-01,113
23660,5,Matilde Irene Chacon,"EXELENT!, I do love this place, everything fresh!!!!
THANKS BJ's, you made my life very easy.",2018-01-01,113
23661,1,Pawel Mroz,Tire center worse I have ever seen. Start from installation when I bought new set of tires ending at all benefits that should be included in price. If you need to replace tires go somewhere else even if is little more expensive.All about their life warranty is big lie.,2018-01-01,113
23662,5,George Capella,"Good Service,  wide variety of inventory, decent prices.  Shop there for past 10 years.",2018-01-01,113
23663,3,R. Johnson,"If BJs is going to increase number of self check registers and decrease cashiers, then they should lower the annual membership fees.",2019-01-01,113
23664,5,Tomas Hudecek,Bought new set of tires on thanksgiving weekend(sunday).there were no appointments available for loong time so i was told to walk-in after 3pm on monday.got to that place tuesday at 9am.loong line and no mechanics so I left and got back at …,2017-01-01,113
23665,1,ziagos ortiz,"they do not answer their phone, and they are too slow checking out, Costco is very fast and they pick up there phone",2016-01-01,113
23666,3,W J,"Pros: - easy to find parking space
- relatively less crowded

Cons: place is kinda rundown and mismanaged. Cashiers have attitudes

Otherwise, it's a BJ's. You go in and hoard all the stuff you need and brace for the coming month",2018-01-01,113
23667,5,david ober,Big wholesale store with great pricing,2019-01-01,113
23668,5,Hansley GONZALEZ,"HANSLEY GONZALEZ GOOGLE MUSIC. HANSLEY GONZALEZ GOOGLE MUSIC. HANSLEY GONZALEZ JUSTIN TIMBERLAKE AND CAMERON, AVE BROOKLYN",2017-01-01,113
23669,5,Tricia Session,I Have always have GREAT service here,2018-01-01,113
23670,1,Mitchell Kirsch,"By far the worst BJ's. In my experience there is no BJ'S in the northeast that is as abysmally managed as this location.

Case in point. 30 available registers with never more than 5-8 manned.

Always always always massive
lines.",2018-01-01,113
23671,5,Greg Zastawny,Long checkout !!! BJ u need better WiFi pleaseeeeee !!,2016-01-01,113
23672,1,Kata Wolf,They didn't change for me my broken tv. When we took of the box we saw that was broken and they didn't help me! Why? They told me we should call up for the company. Horrrible!,2015-01-01,113
23673,3,Lawrence Ksiez,Good prices sometimes really good on sale items,2018-01-01,113
23674,2,K O,Never have what I need. The employees @ customer service never have a clue or don't want to look for items. I think the hold out on merchandise in the electronic cage that is on sale in the brochure because I see items I want locked up …,2020-01-01,113
23675,5,Christopher W,Everything is on the place. One of the best BJ's club!!!,2019-01-01,113
23676,5,Angela Walker,"I come all the way from Astoria to shop here!  Never had a problem w/inventory, staff is nice!",2016-01-01,113
23677,1,Agata Pulitzer,"Unpleasant , long lines . Not a good experience.
It is not cheap. Costco is much better deal !",2017-01-01,113
23678,1,Christine Alvarez,"Deli service is the worst.  I waited 20 minutes for items because the worker- Juan kept stopping to have conversations with other workers.  He could not remember what I asked him for, kept asking over and over and still gave me the wrong quantity.",2018-01-01,113
23679,5,Jeannette Erazo,Lines are way too long...other then that love there prices...,2016-01-01,113
23680,5,Jessenia Hernandez,Great place to shop on the Daliy Basis,2018-01-01,113
23681,5,Karla Leon,Vary good,2020-01-01,113
23682,3,Carla T,Lines aren't as long as they are in other bj's.  They dont take expired coupons anymore (you were able to use them up to 7 days after expiration),2018-01-01,113
23683,5,Christine V,Excellent for shopping,2020-01-01,113
23684,2,Anja Burton,Long lines even longer hill to climb if your not driving... poorly stocked.,2015-01-01,113
23685,4,Dmitriy Lyubchenko,Not many people or big lines when I go. Easy parking.,2017-01-01,113
23686,1,Eric Hsu,Tire center just messed up my online tire order. Manufacturer cancelled order and I was never even notified until 2 hours into my installation appointment.,2018-01-01,113
23687,2,Milagros Mejia,it is a great place to shopper and a good price :),2015-01-01,113
23688,1,carol ellen,Disappointing... I have been trying to call into BJ's Customer service since May 13 and no one picks up the phone....,2019-01-01,113
23689,2,Justin Cabrera,This Mexican old lady was  n thbakery   is nasty and rude They messed up my cake I asked for  chocolate mousse and they didn’t give it to me they gave me butter cream and Vanilla  she was the nastiest person I saw in the BJ’s bakery  Could somebody please speak with her I don’t want this happening to other people,2019-01-01,113
23690,5,Chad David,Excellent location,2019-01-01,113
23691,5,לאז געמאכט,Bj's is the best place to shop for huge savings.,2017-01-01,113
23692,1,michael zambardino,"Missing sale items, prices higher than CostCo and can't find helpers half the time!!!",2018-01-01,113
23693,1,Olaf Beast mode,This is bad,2019-01-01,113
23694,1,Erich Perez,"I saw mouse by the bakery, Im not buying anything from the deli or bakery",2018-01-01,113
23695,4,Lawrence T. Ksiez,Typical big box store.,2018-01-01,113
23696,1,María F,fruits in bad conditions.,2020-01-01,113
23697,5,flor zaky,Great place,2019-01-01,113
23698,2,Anthony Demont,Very expensive,2019-01-01,113
23699,5,Michal Malec,I love BJ's,2018-01-01,113
23700,5,James Man,Staff usually friendly (when u can find one).    Place is clean and often food samples given away.,2019-01-01,113
23701,4,Efrain Rivera,It was really clean organize and the workers really helpful,2018-01-01,113
23702,5,Len Bilello,Good stuff but crowded,2018-01-01,113
23703,2,Stanley Stepien,"Memberships payments are a last century European policies. Very undeveloped marketing, poor customer service and products. Third World country is what New York is",2018-01-01,113
23704,1,Kevin W,No good,2018-01-01,113
23705,3,Frank D'Erasmo,Long lines..Not wveything in store...,2018-01-01,113
23706,4,Nelida Rodriguez,it's good,2018-01-01,113
23707,4,the everyday messiah,Good store the people are nice,2018-01-01,113
23708,5,Patricia King,Excellence,2017-01-01,113
23709,1,Nikki,Could be better really ( horrible ),2018-01-01,113
23710,5,Arthur A,Fast easy service,2018-01-01,113
23711,4,sunny singh,It's a great place to shop,2018-01-01,113
23712,4,Miguel Ortega,Good place to go shopping and very clean.,2017-01-01,113
23713,1,Sharon Broner,Lines were ridiculously long. There were only 4 cashiers. The excuse was that it's Tuesday. May switch to Costco.,2018-01-01,113
23714,4,Mark Mayo,"Friendliness atmosphere, comfortable",2018-01-01,113
23715,4,Ramy Abdelfattah,"One of the best BJs, good parking space!",2017-01-01,113
23716,5,Fred Irizarry,Selection of meats are fresh,2017-01-01,113
23717,5,Jesus Figueroa,There is never a long wait at the registers.,2016-01-01,113
23718,5,Peter Lagares,Great prices,2017-01-01,113
23719,5,Jorge Deolarte,Really cheap tires four for 200,2017-01-01,113
23720,5,Jaylynn Love,I've missed coming to this BJ's haven't been here in a long time But I still love it😂😂😂😂,2016-01-01,113
23721,5,Susana R,"Nice and
Clean",2016-01-01,113
23722,4,Mohammed Chowdhury,I like this one ... Go there for last 8 years! But need more cashier...,2016-01-01,113
23723,5,Steve Ajnoha,"Amazing place, great quality, good prices.",2016-01-01,113
23724,5,Moshe E,Has it all in bulk,2016-01-01,113
23725,3,Louis Towers,I live a couple blocks away from the store and I have no problems the only thing is the weekends long lines but I guess that's normal,2014-01-01,113
23726,5,Yeli03 YT,"(Translated by Google) Very assorted a lot of variety of items and good prices

(Original)
Muy surtido mucha variedad de artículos y buenos precios",2020-11-01,113
23727,5,Lydia Santiago,"(Translated by Google) I get everything I need .. Good Prices and Good Customer Service

(Original)
Consigo todo lo que necesito ..Buenos Precios y Buen Servicio al Cliente",2020-06-01,113
23728,1,Suyapa Isaula,(Translated by Google) Very bad services with the recycling machines are always Full and you tell those old women who are there to take care that they clean and only call someone once and nobody comes. And they pass it on the cell phone. …,2020-01-01,113
23729,5,César Saucedo,"(Translated by Google) Good for doing business

(Original)
Bueno para hacer negocio",2020-07-01,113
23730,5,Yohan Rodriguez,"(Translated by Google) Excellent for shopping

(Original)
Exellente for shopping",2020-01-01,113
23731,5,lupita Huerta,"(Translated by Google) Very good place

(Original)
Muy buen lugar",2016-01-01,113
23732,5,Yazmin Nieto,"(Translated by Google) I like the site shopping and entertainment for the little ones

(Original)
Me gusta el sitio compras y entretenimiento para los pequeños",2016-01-01,113
23733,5,Fabiola Galvis,"(Translated by Google) Very good

(Original)
Muy buena",2018-01-01,113
23734,4,zhen chen,"(Translated by Google) asdnm

(Original)
asdnm",2018-01-01,113
23735,5,Edison Solis,"(Translated by Google) Good pressures and a lot of variety

(Original)
Buenos presios y mucha variedad",2018-01-01,113
23736,5,Wilton Reyes,"(Translated by Google) It's all not only a store is a galan of things ;-)

(Original)
Es todo no solo una tienda es un galan de cosas ;-)",2016-01-01,113
23737,5,jaime diaz,"(Translated by Google) This location is good

(Original)
Esta buena la ubicacion",2016-01-01,113
23738,5,Erllyn Quintanilla,"(Translated by Google) Very good !!!

(Original)
Muy bueno !!!",2016-01-01,113
23739,5,luis arizaga,"(Translated by Google) very good

(Original)
muy buena",2015-01-01,113
23740,4,MOHAMMAD HOSSAIN,,2017-01-01,113
23741,3,Buck Tanzi,,2017-01-01,113
23742,5,Mvtty,,2019-01-01,113
23743,5,Juan Torres,,2017-01-01,113
23744,4,Guisella Borja,,2015-01-01,113
23745,5,nelSY rodRIGUEZ,,2016-01-01,113
23746,5,tashen robinson,,2017-01-01,113
23747,5,marcin fedak,,2017-01-01,113
23748,4,Karthik Krishnan,,2018-01-01,113
23749,5,Liliana Santos,,2020-08-01,113
23750,5,Candy Wolf,,2021-02-01,113
23751,5,Stefan Gheorghiu,,2018-01-01,113
23752,5,Moses Klein,,2018-01-01,113
23753,3,Marco Segura,,2016-01-01,113
23754,5,Destanie Damia,,2020-10-01,113
23755,5,Amaury M,,2017-01-01,113
23756,5,Gustavo Caraballo,,2020-01-01,113
23757,5,Luis Pacheco,,2018-01-01,113
23758,5,joe greene,,2017-01-01,113
23759,4,Juan Pablo Sandoval,,2018-01-01,113
23760,5,Diana González Ponce,,2018-01-01,113
23761,5,trudy raymond,,2018-01-01,113
23762,5,Sandra Young-Quiroz,,2020-06-01,113
23763,5,emely cerda,,2020-01-01,113
23764,4,Chiwai Fung,,2017-01-01,113
23765,5,Azan Malik,,2017-01-01,113
23766,5,Aurora Gomez,,2017-01-01,113
23767,5,M. Liburd,,2018-01-01,113
