full,split,length,title,subtitle,date_published,text,date_scraped,rating,top_reviewer,helpful_reviewer,rating_count,name,review_count
"C
ChantaleTOP REVIEWER
5 ratings5 reviews
September 27, 2016
It was a great purchase.
Helpful
04/07/2021 13:27:56
4","['C', 'ChantaleTOP REVIEWER', '5 ratings5 reviews', 'September 27, 2016', 'It was a great purchase.', 'Helpful', '04/07/2021 13:27:56', '4']",8,ChantaleTOP REVIEWER,5 ratings5 reviews,09/27/2016,It was a great purchase.,04/07/2021 13:27:56,4,1,0,5,Chantale,0
"R
Rhonda
2 ratings2 reviews
September 25, 2016
I've always loved BJ'S plus I'm a former employee!
Helpful
04/07/2021 13:27:56
5","['R', 'Rhonda', '2 ratings2 reviews', 'September 25, 2016', ""I've always loved BJ'S plus I'm a former employee!"", 'Helpful', '04/07/2021 13:27:56', '5']",8,Rhonda,2 ratings2 reviews,09/25/2016,I've always loved BJ'S plus I'm a former employee!,04/07/2021 13:27:56,5,0,0,2,Rhonda,0
"L
Lauren
9 ratings2 reviews
September 24, 2016
The store was fine customer service was rude when I tried to redeem my expired groupon voucher....they didn't seem to understand that I knew the deal was expired but I still could apply the $25 voucher towards a purchase of a membership
Helpful
04/07/2021 13:27:56
2","['L', 'Lauren', '9 ratings2 reviews', 'September 24, 2016', ""The store was fine customer service was rude when I tried to redeem my expired groupon voucher....they didn't seem to understand that I knew the deal was expired but I still could apply the $25 voucher towards a purchase of a membership"", 'Helpful', '04/07/2021 13:27:56', '2']",8,Lauren,9 ratings2 reviews,09/24/2016,The store was fine customer service was rude when I tried to redeem my expired groupon voucher....they didn't seem to understand that I knew the deal was expired but I still could apply the $25 voucher towards a purchase of a membership,04/07/2021 13:27:56,2,0,0,9,Lauren,0
"M
MaribelTOP REVIEWER
21 ratings10 reviews
September 24, 2016
Good deal, cheap gas in June
Helpful
04/07/2021 13:27:56
4","['M', 'MaribelTOP REVIEWER', '21 ratings10 reviews', 'September 24, 2016', 'Good deal, cheap gas in June', 'Helpful', '04/07/2021 13:27:56', '4']",8,MaribelTOP REVIEWER,21 ratings10 reviews,09/24/2016,"Good deal, cheap gas in June",04/07/2021 13:27:56,4,1,0,21,Maribel,0
"S
Senada
1 ratings1 reviews
September 22, 2016
Pretty reasonable.
Helpful
04/07/2021 13:28:00
5","['S', 'Senada', '1 ratings1 reviews', 'September 22, 2016', 'Pretty reasonable.', 'Helpful', '04/07/2021 13:28:00', '5']",8,Senada,1 ratings1 reviews,09/22/2016,Pretty reasonable.,04/07/2021 13:28:00,5,0,0,1,Senada,0
"K
Kim
5 ratings2 reviews
September 22, 2016
The customer service people had problems the voucher initially until a manger intervene to help. However it was very much worth the price and small inconvience.
Helpful
04/07/2021 13:28:00
3","['K', 'Kim', '5 ratings2 reviews', 'September 22, 2016', 'The customer service people had problems the voucher initially until a manger intervene to help. However it was very much worth the price and small inconvience.', 'Helpful', '04/07/2021 13:28:00', '3']",8,Kim,5 ratings2 reviews,09/22/2016,The customer service people had problems the voucher initially until a manger intervene to help. However it was very much worth the price and small inconvience.,04/07/2021 13:28:00,3,0,0,5,Kim,0
"O
Octavia
10 ratings4 reviews
September 21, 2016
Prices are excellent
Helpful
04/07/2021 13:28:00
5","['O', 'Octavia', '10 ratings4 reviews', 'September 21, 2016', 'Prices are excellent', 'Helpful', '04/07/2021 13:28:00', '5']",8,Octavia,10 ratings4 reviews,09/21/2016,Prices are excellent,04/07/2021 13:28:00,5,0,0,10,Octavia,0
"M
MelissaTOP REVIEWER
13 ratings10 reviews
September 19, 2016
I enjoy shopping at BJ's as they have good prices on lots of food items that I buy as well as their separate departments other than food.
Helpful
04/07/2021 13:28:00
4","['M', 'MelissaTOP REVIEWER', '13 ratings10 reviews', 'September 19, 2016', ""I enjoy shopping at BJ's as they have good prices on lots of food items that I buy as well as their separate departments other than food."", 'Helpful', '04/07/2021 13:28:00', '4']",8,MelissaTOP REVIEWER,13 ratings10 reviews,09/19/2016,I enjoy shopping at BJ's as they have good prices on lots of food items that I buy as well as their separate departments other than food.,04/07/2021 13:28:00,4,1,0,13,Melissa,0
"R
ROGERTOP REVIEWER
40 ratings19 reviews
September 18, 2016
very good but I prefer Sams
Helpful
04/07/2021 13:28:00
4","['R', 'ROGERTOP REVIEWER', '40 ratings19 reviews', 'September 18, 2016', 'very good but I prefer Sams', 'Helpful', '04/07/2021 13:28:00', '4']",8,ROGERTOP REVIEWER,40 ratings19 reviews,09/18/2016,very good but I prefer Sams,04/07/2021 13:28:00,4,1,0,40,ROGER,0
"D
Dawn
3 ratings3 reviews
September 17, 2016
love it and fun to shop they even except coupons too
Helpful
04/07/2021 13:28:00
5","['D', 'Dawn', '3 ratings3 reviews', 'September 17, 2016', 'love it and fun to shop they even except coupons too', 'Helpful', '04/07/2021 13:28:00', '5']",8,Dawn,3 ratings3 reviews,09/17/2016,love it and fun to shop they even except coupons too,04/07/2021 13:28:00,5,0,0,3,Dawn,0
"R
Renee'
5 ratings3 reviews
September 15, 2016
I love BJ's Wholesale Club! Thank you Groupon, I love you guys too; always giving me a good deal!
Helpful
04/07/2021 13:28:00
5","['R', ""Renee'"", '5 ratings3 reviews', 'September 15, 2016', ""I love BJ's Wholesale Club! Thank you Groupon, I love you guys too; always giving me a good deal!"", 'Helpful', '04/07/2021 13:28:00', '5']",8,Renee',5 ratings3 reviews,09/15/2016,"I love BJ's Wholesale Club! Thank you Groupon, I love you guys too; always giving me a good deal!",04/07/2021 13:28:00,5,0,0,5,Renee',0
"D
Deborah
2 ratings1 reviews
September 14, 2016
Excellent warehouse store. They carry so many things that really appeal to me and the quality is fantastic - very happy.
Helpful
04/07/2021 13:28:00
5","['D', 'Deborah', '2 ratings1 reviews', 'September 14, 2016', 'Excellent warehouse store. They carry so many things that really appeal to me and the quality is fantastic - very happy.', 'Helpful', '04/07/2021 13:28:00', '5']",8,Deborah,2 ratings1 reviews,09/14/2016,Excellent warehouse store. They carry so many things that really appeal to me and the quality is fantastic - very happy.,04/07/2021 13:28:00,5,0,0,2,Deborah,0
"S
SimoneTOP REVIEWER
12 ratings10 reviews
September 12, 2016
Was credited...
Helpful
04/07/2021 13:28:00
3","['S', 'SimoneTOP REVIEWER', '12 ratings10 reviews', 'September 12, 2016', 'Was credited...', 'Helpful', '04/07/2021 13:28:00', '3']",8,SimoneTOP REVIEWER,12 ratings10 reviews,09/12/2016,Was credited...,04/07/2021 13:28:00,3,1,0,12,Simone,0
"B
Bee
4 ratings2 reviews
September 10, 2016
Great customer service
Helpful
04/07/2021 13:28:00
5","['B', 'Bee', '4 ratings2 reviews', 'September 10, 2016', 'Great customer service', 'Helpful', '04/07/2021 13:28:00', '5']",8,Bee,4 ratings2 reviews,09/10/2016,Great customer service,04/07/2021 13:28:00,5,0,0,4,Bee,0
"B
BarbaraTOP REVIEWER
12 ratings6 reviews
September 7, 2016
I just like to go there for certain things and love that you have such a big selection.
Helpful
04/07/2021 13:28:04
5","['B', 'BarbaraTOP REVIEWER', '12 ratings6 reviews', 'September 7, 2016', 'I just like to go there for certain things and love that you have such a big selection.', 'Helpful', '04/07/2021 13:28:04', '5']",8,BarbaraTOP REVIEWER,12 ratings6 reviews,09/07/2016,I just like to go there for certain things and love that you have such a big selection.,04/07/2021 13:28:04,5,1,0,12,Barbara,0
"R
Raj
1 ratings1 reviews
September 7, 2016
It used to be good. Now, all the things are next to average.
Helpful
04/07/2021 13:28:04
2","['R', 'Raj', '1 ratings1 reviews', 'September 7, 2016', 'It used to be good. Now, all the things are next to average.', 'Helpful', '04/07/2021 13:28:04', '2']",8,Raj,1 ratings1 reviews,09/07/2016,"It used to be good. Now, all the things are next to average.",04/07/2021 13:28:04,2,0,0,1,Raj,0
"B
BlairHELPFUL REVIEWER
2 ratings2 reviews
August 30, 2016
excellent place reasonable size packageing. You don't have to buy large quanities of most things
Helpful
04/07/2021 13:28:04
5","['B', 'BlairHELPFUL REVIEWER', '2 ratings2 reviews', 'August 30, 2016', ""excellent place reasonable size packageing. You don't have to buy large quanities of most things"", 'Helpful', '04/07/2021 13:28:04', '5']",8,BlairHELPFUL REVIEWER,2 ratings2 reviews,08/30/2016,excellent place reasonable size packageing. You don't have to buy large quanities of most things,04/07/2021 13:28:04,5,0,1,2,Blair,0
"P
Pat
4 ratings2 reviews
August 18, 2016
Customer service @ my local BJs is outstanding; fast and super helpful and friendly. What more can you or your clientele ask for?
Helpful
04/07/2021 13:28:04
5","['P', 'Pat', '4 ratings2 reviews', 'August 18, 2016', 'Customer service @ my local BJs is outstanding; fast and super helpful and friendly. What more can you or your clientele ask for?', 'Helpful', '04/07/2021 13:28:04', '5']",8,Pat,4 ratings2 reviews,08/18/2016,Customer service @ my local BJs is outstanding; fast and super helpful and friendly. What more can you or your clientele ask for?,04/07/2021 13:28:04,5,0,0,4,Pat,0
"L
LakeciaTOP REVIEWER
11 ratings5 reviews
August 16, 2016
Great value. However, the deal wasn't clear on when the membership start date would be.
Helpful
04/07/2021 13:28:04
5","['L', 'LakeciaTOP REVIEWER', '11 ratings5 reviews', 'August 16, 2016', ""Great value. However, the deal wasn't clear on when the membership start date would be."", 'Helpful', '04/07/2021 13:28:04', '5']",8,LakeciaTOP REVIEWER,11 ratings5 reviews,08/16/2016,"Great value. However, the deal wasn't clear on when the membership start date would be.",04/07/2021 13:28:04,5,1,0,11,Lakecia,0
"H
Hareesh
5 ratings4 reviews
August 11, 2016
Great deal!
Helpful
04/07/2021 13:28:04
5","['H', 'Hareesh', '5 ratings4 reviews', 'August 11, 2016', 'Great deal!', 'Helpful', '04/07/2021 13:28:04', '5']",8,Hareesh,5 ratings4 reviews,08/11/2016,Great deal!,04/07/2021 13:28:04,5,0,0,5,Hareesh,0
"D
Dona
3 ratings3 reviews
August 11, 2016
good buy
Helpful
04/07/2021 13:28:04
5","['D', 'Dona', '3 ratings3 reviews', 'August 11, 2016', 'good buy', 'Helpful', '04/07/2021 13:28:04', '5']",8,Dona,3 ratings3 reviews,08/11/2016,good buy,04/07/2021 13:28:04,5,0,0,3,Dona,0
"B
BillTOP REVIEWERHELPFUL REVIEWER
41 ratings35 reviews
August 7, 2016
Membership was supposed to start the day you redeemed your Groupon. However, BJ's took membership back by 2 months for me to the date the Groupon was issued. Tried to argue but didn't work.
Helpful
04/07/2021 13:28:04
1","['B', 'BillTOP REVIEWERHELPFUL REVIEWER', '41 ratings35 reviews', 'August 7, 2016', ""Membership was supposed to start the day you redeemed your Groupon. However, BJ's took membership back by 2 months for me to the date the Groupon was issued. Tried to argue but didn't work."", 'Helpful', '04/07/2021 13:28:04', '1']",8,BillTOP REVIEWERHELPFUL REVIEWER,41 ratings35 reviews,08/07/2016,"Membership was supposed to start the day you redeemed your Groupon. However, BJ's took membership back by 2 months for me to the date the Groupon was issued. Tried to argue but didn't work.",04/07/2021 13:28:04,1,1,1,41,Bill,0
"N
NannetteTOP REVIEWERHELPFUL REVIEWER
14 ratings10 reviews
August 4, 2016
Great place for bulk shopping.
Helpful
04/07/2021 13:28:04
5","['N', 'NannetteTOP REVIEWERHELPFUL REVIEWER', '14 ratings10 reviews', 'August 4, 2016', 'Great place for bulk shopping.', 'Helpful', '04/07/2021 13:28:04', '5']",8,NannetteTOP REVIEWERHELPFUL REVIEWER,14 ratings10 reviews,08/04/2016,Great place for bulk shopping.,04/07/2021 13:28:04,5,1,1,14,Nannette,0
"F
FrankTOP REVIEWER
18 ratings13 reviews
August 1, 2016
B. J.'s has the best selection of deli meats and you can't beat the prices.
Helpful
04/07/2021 13:28:04
5","['F', 'FrankTOP REVIEWER', '18 ratings13 reviews', 'August 1, 2016', ""B. J.'s has the best selection of deli meats and you can't beat the prices."", 'Helpful', '04/07/2021 13:28:04', '5']",8,FrankTOP REVIEWER,18 ratings13 reviews,08/01/2016,B. J.'s has the best selection of deli meats and you can't beat the prices.,04/07/2021 13:28:04,5,1,0,18,Frank,0
"A
Annette
3 ratings1 reviews
August 1, 2016
Very useful to families
Helpful
04/07/2021 13:28:07
5","['A', 'Annette', '3 ratings1 reviews', 'August 1, 2016', 'Very useful to families', 'Helpful', '04/07/2021 13:28:07', '5']",8,Annette,3 ratings1 reviews,08/01/2016,Very useful to families,04/07/2021 13:28:07,5,0,0,3,Annette,0
"J
JohnTOP REVIEWER
9 ratings5 reviews
July 31, 2016
Great store...fresh produce and many organic items.
Helpful
04/07/2021 13:28:07
5","['J', 'JohnTOP REVIEWER', '9 ratings5 reviews', 'July 31, 2016', 'Great store...fresh produce and many organic items.', 'Helpful', '04/07/2021 13:28:07', '5']",8,JohnTOP REVIEWER,9 ratings5 reviews,07/31/2016,Great store...fresh produce and many organic items.,04/07/2021 13:28:07,5,1,0,9,John,0
"A
Arlene
7 ratings4 reviews
July 29, 2016
Great club and good prices
Helpful
04/07/2021 13:28:07
5","['A', 'Arlene', '7 ratings4 reviews', 'July 29, 2016', 'Great club and good prices', 'Helpful', '04/07/2021 13:28:07', '5']",8,Arlene,7 ratings4 reviews,07/29/2016,Great club and good prices,04/07/2021 13:28:07,5,0,0,7,Arlene,0
"L
LauraTOP REVIEWERHELPFUL REVIEWER
20 ratings8 reviews
July 29, 2016
Great place for bulk shopping items and seasonal and jewelry purchases.
Helpful
04/07/2021 13:28:07
5","['L', 'LauraTOP REVIEWERHELPFUL REVIEWER', '20 ratings8 reviews', 'July 29, 2016', 'Great place for bulk shopping items and seasonal and jewelry purchases.', 'Helpful', '04/07/2021 13:28:07', '5']",8,LauraTOP REVIEWERHELPFUL REVIEWER,20 ratings8 reviews,07/29/2016,Great place for bulk shopping items and seasonal and jewelry purchases.,04/07/2021 13:28:07,5,1,1,20,Laura,0
"K
KristaTOP REVIEWER
13 ratings10 reviews
July 28, 2016
Great deal!
Helpful
04/07/2021 13:28:07
5","['K', 'KristaTOP REVIEWER', '13 ratings10 reviews', 'July 28, 2016', 'Great deal!', 'Helpful', '04/07/2021 13:28:07', '5']",8,KristaTOP REVIEWER,13 ratings10 reviews,07/28/2016,Great deal!,04/07/2021 13:28:07,5,1,0,13,Krista,0
"P
PamHELPFUL REVIEWER
5 ratings3 reviews
July 28, 2016
Don't let the groupon expire and expect BJ's to honor the small print. They won't. I never got my membership and now I am fighting to get my money back from Groupon. I may stop using Groupon all together at this point.
Helpful
04/07/2021 13:28:07
1","['P', 'PamHELPFUL REVIEWER', '5 ratings3 reviews', 'July 28, 2016', ""Don't let the groupon expire and expect BJ's to honor the small print. They won't. I never got my membership and now I am fighting to get my money back from Groupon. I may stop using Groupon all together at this point."", 'Helpful', '04/07/2021 13:28:07', '1']",8,PamHELPFUL REVIEWER,5 ratings3 reviews,07/28/2016,Don't let the groupon expire and expect BJ's to honor the small print. They won't. I never got my membership and now I am fighting to get my money back from Groupon. I may stop using Groupon all together at this point.,04/07/2021 13:28:07,1,0,1,5,Pam,0
"S
StevenTOP REVIEWER
9 ratings7 reviews1 photos
July 25, 2016
They usually have what I want and at a great price.
Helpful
04/07/2021 13:28:07
5","['S', 'StevenTOP REVIEWER', '9 ratings7 reviews1 photos', 'July 25, 2016', 'They usually have what I want and at a great price.', 'Helpful', '04/07/2021 13:28:07', '5']",8,StevenTOP REVIEWER,9 ratings7 reviews1 photos,07/25/2016,They usually have what I want and at a great price.,04/07/2021 13:28:07,5,1,0,9,Steven,0
"J
JamesTOP REVIEWER
9 ratings5 reviews
July 23, 2016
Can't beat the Groupon deal. I saved more than the cost on gas alone.
Helpful
04/07/2021 13:28:07
5","['J', 'JamesTOP REVIEWER', '9 ratings5 reviews', 'July 23, 2016', ""Can't beat the Groupon deal. I saved more than the cost on gas alone."", 'Helpful', '04/07/2021 13:28:07', '5']",8,JamesTOP REVIEWER,9 ratings5 reviews,07/23/2016,Can't beat the Groupon deal. I saved more than the cost on gas alone.,04/07/2021 13:28:07,5,1,0,9,James,0
"G
GeneTOP REVIEWER
43 ratings9 reviews
July 23, 2016
Told my tires were rotated. They did not. I had them marked. Tried to buy deli. No one was behind counter for 5 minutes. When they came back they waited on one of the stores customers who came after me.
Helpful
04/07/2021 13:28:07
1","['G', 'GeneTOP REVIEWER', '43 ratings9 reviews', 'July 23, 2016', 'Told my tires were rotated. They did not. I had them marked. Tried to buy deli. No one was behind counter for 5 minutes. When they came back they waited on one of the stores customers who came after me.', 'Helpful', '04/07/2021 13:28:07', '1']",8,GeneTOP REVIEWER,43 ratings9 reviews,07/23/2016,Told my tires were rotated. They did not. I had them marked. Tried to buy deli. No one was behind counter for 5 minutes. When they came back they waited on one of the stores customers who came after me.,04/07/2021 13:28:07,1,1,0,43,Gene,0
"A
Andrew
1 ratings1 reviews
July 20, 2016
It really sucked... haha
Helpful
04/07/2021 13:28:07
5","['A', 'Andrew', '1 ratings1 reviews', 'July 20, 2016', 'It really sucked... haha', 'Helpful', '04/07/2021 13:28:07', '5']",8,Andrew,1 ratings1 reviews,07/20/2016,It really sucked... haha,04/07/2021 13:28:07,5,0,0,1,Andrew,0
"E
Elizabeth
3 ratings3 reviews
July 20, 2016
good deal on Groupon, thanks
Helpful
04/07/2021 13:28:11
5","['E', 'Elizabeth', '3 ratings3 reviews', 'July 20, 2016', 'good deal on Groupon, thanks', 'Helpful', '04/07/2021 13:28:11', '5']",8,Elizabeth,3 ratings3 reviews,07/20/2016,"good deal on Groupon, thanks",04/07/2021 13:28:11,5,0,0,3,Elizabeth,0
"P
Pete
6 ratings4 reviews1 photos
July 19, 2016
Very friendly and helpful
Helpful
04/07/2021 13:28:11
5","['P', 'Pete', '6 ratings4 reviews1 photos', 'July 19, 2016', 'Very friendly and helpful', 'Helpful', '04/07/2021 13:28:11', '5']",8,Pete,6 ratings4 reviews1 photos,07/19/2016,Very friendly and helpful,04/07/2021 13:28:11,5,0,0,6,Pete,0
"J
Jeff
3 ratings1 reviews
July 17, 2016
Saved $25 on membership, couldn't believe it. Went to my nearest BJ's and only took 10mins to get all set with card. Thanks groupon!
Helpful
04/07/2021 13:28:11
5","['J', 'Jeff', '3 ratings1 reviews', 'July 17, 2016', ""Saved $25 on membership, couldn't believe it. Went to my nearest BJ's and only took 10mins to get all set with card. Thanks groupon!"", 'Helpful', '04/07/2021 13:28:11', '5']",8,Jeff,3 ratings1 reviews,07/17/2016,"Saved $25 on membership, couldn't believe it. Went to my nearest BJ's and only took 10mins to get all set with card. Thanks groupon!",04/07/2021 13:28:11,5,0,0,3,Jeff,0
"V
Valerie
2 ratings1 reviews
July 14, 2016
Many..many savings.
Helpful
04/07/2021 13:28:11
5","['V', 'Valerie', '2 ratings1 reviews', 'July 14, 2016', 'Many..many savings.', 'Helpful', '04/07/2021 13:28:11', '5']",8,Valerie,2 ratings1 reviews,07/14/2016,Many..many savings.,04/07/2021 13:28:11,5,0,0,2,Valerie,0
"N
Nathusingh
10 ratings4 reviews
July 13, 2016
Its great way of savi
Helpful
04/07/2021 13:28:11
5","['N', 'Nathusingh', '10 ratings4 reviews', 'July 13, 2016', 'Its great way of savi', 'Helpful', '04/07/2021 13:28:11', '5']",8,Nathusingh,10 ratings4 reviews,07/13/2016,Its great way of savi,04/07/2021 13:28:11,5,0,0,10,Nathusingh,0
"M
Maribel
3 ratings2 reviews
July 13, 2016
Pay attention to promotional dates of bjs mrmbership
Helpful
04/07/2021 13:28:11
5","['M', 'Maribel', '3 ratings2 reviews', 'July 13, 2016', 'Pay attention to promotional dates of bjs mrmbership', 'Helpful', '04/07/2021 13:28:11', '5']",8,Maribel,3 ratings2 reviews,07/13/2016,Pay attention to promotional dates of bjs mrmbership,04/07/2021 13:28:11,5,0,0,3,Maribel,0
"S
ShirleyTOP REVIEWER
5 ratings6 reviews
July 11, 2016
Love it.
Helpful
04/07/2021 13:28:11
5","['S', 'ShirleyTOP REVIEWER', '5 ratings6 reviews', 'July 11, 2016', 'Love it.', 'Helpful', '04/07/2021 13:28:11', '5']",8,ShirleyTOP REVIEWER,5 ratings6 reviews,07/11/2016,Love it.,04/07/2021 13:28:11,5,1,0,5,Shirley,0
"K
Kim
4 ratings1 reviews
July 6, 2016
Great store
Helpful
04/07/2021 13:28:11
5","['K', 'Kim', '4 ratings1 reviews', 'July 6, 2016', 'Great store', 'Helpful', '04/07/2021 13:28:11', '5']",8,Kim,4 ratings1 reviews,07/06/2016,Great store,04/07/2021 13:28:11,5,0,0,4,Kim,0
"T
TeddTOP REVIEWER
31 ratings26 reviews
July 6, 2016
Some items are very attractively priced, others are more like competitive but can be bettered elsewhere. One needs to know what you are looking at. Nice, clean, airy store which makes for a pleasant shopping experience.
Helpful
04/07/2021 13:28:11
5","['T', 'TeddTOP REVIEWER', '31 ratings26 reviews', 'July 6, 2016', 'Some items are very attractively priced, others are more like competitive but can be bettered elsewhere. One needs to know what you are looking at. Nice, clean, airy store which makes for a pleasant shopping experience.', 'Helpful', '04/07/2021 13:28:11', '5']",8,TeddTOP REVIEWER,31 ratings26 reviews,07/06/2016,"Some items are very attractively priced, others are more like competitive but can be bettered elsewhere. One needs to know what you are looking at. Nice, clean, airy store which makes for a pleasant shopping experience.",04/07/2021 13:28:11,5,1,0,31,Tedd,0
"P
Priscilla
5 ratings4 reviews
July 4, 2016
Great place to shop. Even got a great deal on my next cruise and my new cell phones. Check it out.
Helpful
04/07/2021 13:28:11
5","['P', 'Priscilla', '5 ratings4 reviews', 'July 4, 2016', 'Great place to shop. Even got a great deal on my next cruise and my new cell phones. Check it out.', 'Helpful', '04/07/2021 13:28:11', '5']",8,Priscilla,5 ratings4 reviews,07/04/2016,Great place to shop. Even got a great deal on my next cruise and my new cell phones. Check it out.,04/07/2021 13:28:11,5,0,0,5,Priscilla,0
"J
JackTOP REVIEWER
11 ratings8 reviews
July 3, 2016
The take coupons.
Helpful
04/07/2021 13:28:15
5","['J', 'JackTOP REVIEWER', '11 ratings8 reviews', 'July 3, 2016', 'The take coupons.', 'Helpful', '04/07/2021 13:28:15', '5']",8,JackTOP REVIEWER,11 ratings8 reviews,07/03/2016,The take coupons.,04/07/2021 13:28:15,5,1,0,11,Jack,0
"V
Vimarie
9 ratings4 reviews
July 1, 2016
The membership price through Groupon was great! Gas price at BJ's is great.
Helpful
04/07/2021 13:28:15
5","['V', 'Vimarie', '9 ratings4 reviews', 'July 1, 2016', ""The membership price through Groupon was great! Gas price at BJ's is great."", 'Helpful', '04/07/2021 13:28:15', '5']",8,Vimarie,9 ratings4 reviews,07/01/2016,The membership price through Groupon was great! Gas price at BJ's is great.,04/07/2021 13:28:15,5,0,0,9,Vimarie,0
"L
LeslieTOP REVIEWERHELPFUL REVIEWER
47 ratings36 reviews
July 1, 2016
Love it! Great customer service getting me all set and good deals in store.
Helpful
04/07/2021 13:28:15
5","['L', 'LeslieTOP REVIEWERHELPFUL REVIEWER', '47 ratings36 reviews', 'July 1, 2016', 'Love it! Great customer service getting me all set and good deals in store.', 'Helpful', '04/07/2021 13:28:15', '5']",8,LeslieTOP REVIEWERHELPFUL REVIEWER,47 ratings36 reviews,07/01/2016,Love it! Great customer service getting me all set and good deals in store.,04/07/2021 13:28:15,5,1,1,47,Leslie,0
"H
HARI
5 ratings1 reviews
June 30, 2016
East or West Groupon is the best. Groupon is part of our life style.😀. When ever we want to buy anything I first search in Groupon. The deals are pretty cool in Groupon.
Helpful
04/07/2021 13:28:15
5","['H', 'HARI', '5 ratings1 reviews', 'June 30, 2016', 'East or West Groupon is the best. Groupon is part of our life style.😀. When ever we want to buy anything I first search in Groupon. The deals are pretty cool in Groupon.', 'Helpful', '04/07/2021 13:28:15', '5']",8,HARI,5 ratings1 reviews,06/30/2016,East or West Groupon is the best. Groupon is part of our life style.😀. When ever we want to buy anything I first search in Groupon. The deals are pretty cool in Groupon.,04/07/2021 13:28:15,5,0,0,5,HARI,0
"J
JAY
6 ratings4 reviews
June 28, 2016
This place has everything
Helpful
04/07/2021 13:28:15
5","['J', 'JAY', '6 ratings4 reviews', 'June 28, 2016', 'This place has everything', 'Helpful', '04/07/2021 13:28:15', '5']",8,JAY,6 ratings4 reviews,06/28/2016,This place has everything,04/07/2021 13:28:15,5,0,0,6,JAY,0
"J
JanetTOP REVIEWERHELPFUL REVIEWER
20 ratings22 reviews
June 28, 2016
Redeem the certificate as soon as you buy it. The woman at the desk only gave me 10 months and NOT the year that I paid for. I told her that the certificate was still within the expiration time and she told me it went for m date of purchase and then gave me lip about what a good deal I was getting!!!! NEVER again!!!!!
Helpful
04/07/2021 13:28:15
1","['J', 'JanetTOP REVIEWERHELPFUL REVIEWER', '20 ratings22 reviews', 'June 28, 2016', 'Redeem the certificate as soon as you buy it. The woman at the desk only gave me 10 months and NOT the year that I paid for. I told her that the certificate was still within the expiration time and she told me it went for m date of purchase and then gave me lip about what a good deal I was getting!!!! NEVER again!!!!!', 'Helpful', '04/07/2021 13:28:15', '1']",8,JanetTOP REVIEWERHELPFUL REVIEWER,20 ratings22 reviews,06/28/2016,Redeem the certificate as soon as you buy it. The woman at the desk only gave me 10 months and NOT the year that I paid for. I told her that the certificate was still within the expiration time and she told me it went for m date of purchase and then gave me lip about what a good deal I was getting!!!! NEVER again!!!!!,04/07/2021 13:28:15,1,1,1,20,Janet,0
"J
JalysaTOP REVIEWERHELPFUL REVIEWER
28 ratings17 reviews
June 26, 2016
You get 2 people in one membership!
Helpful
04/07/2021 13:28:15
5","['J', 'JalysaTOP REVIEWERHELPFUL REVIEWER', '28 ratings17 reviews', 'June 26, 2016', 'You get 2 people in one membership!', 'Helpful', '04/07/2021 13:28:15', '5']",8,JalysaTOP REVIEWERHELPFUL REVIEWER,28 ratings17 reviews,06/26/2016,You get 2 people in one membership!,04/07/2021 13:28:15,5,1,1,28,Jalysa,0
"S
SheilaTOP REVIEWER
9 ratings8 reviews
June 24, 2016
Great deal for membership rather than paying full price
Helpful
04/07/2021 13:28:15
5","['S', 'SheilaTOP REVIEWER', '9 ratings8 reviews', 'June 24, 2016', 'Great deal for membership rather than paying full price', 'Helpful', '04/07/2021 13:28:15', '5']",8,SheilaTOP REVIEWER,9 ratings8 reviews,06/24/2016,Great deal for membership rather than paying full price,04/07/2021 13:28:15,5,1,0,9,Sheila,0
"J
JessieTOP REVIEWERHELPFUL REVIEWER
46 ratings25 reviews
June 23, 2016
love this place
Helpful
04/07/2021 13:28:15
5","['J', 'JessieTOP REVIEWERHELPFUL REVIEWER', '46 ratings25 reviews', 'June 23, 2016', 'love this place', 'Helpful', '04/07/2021 13:28:15', '5']",8,JessieTOP REVIEWERHELPFUL REVIEWER,46 ratings25 reviews,06/23/2016,love this place,04/07/2021 13:28:15,5,1,1,46,Jessie,0
"A
Amit
3 ratings3 reviews
June 22, 2016
Sometimes Bjs gives better deals what I got in Groupon.
Helpful
04/07/2021 13:28:15
1","['A', 'Amit', '3 ratings3 reviews', 'June 22, 2016', 'Sometimes Bjs gives better deals what I got in Groupon.', 'Helpful', '04/07/2021 13:28:15', '1']",8,Amit,3 ratings3 reviews,06/22/2016,Sometimes Bjs gives better deals what I got in Groupon.,04/07/2021 13:28:15,1,0,0,3,Amit,0
"S
Sarah
1 ratings1 reviews
June 20, 2016
Bjs take manufacture coupons so don't forget those.
Helpful
04/07/2021 13:28:19
5","['S', 'Sarah', '1 ratings1 reviews', 'June 20, 2016', ""Bjs take manufacture coupons so don't forget those."", 'Helpful', '04/07/2021 13:28:19', '5']",8,Sarah,1 ratings1 reviews,06/20/2016,Bjs take manufacture coupons so don't forget those.,04/07/2021 13:28:19,5,0,0,1,Sarah,0
